"cycle","Q_dch_3p8_3p4","SoH"
"108","0.9002923726727668","0.8750693881666206"
"109","0.8890501003047555","0.864141347398301"
"110","0.9227894166593129","0.8969361455118843"
"111","0.9115461913180641","0.896946441080561"
"112","0.9003126098536369","0.8750897940450866"
"113","0.8890219009672808","0.8750532033978574"
"114","0.8890427294207944","0.8750741836006513"
"115","0.8890410166073384","0.8860095877747135"
"116","0.8777885144178031","0.8641395021080939"
"117","0.9115630390872765","0.8969685133163974"
"118","0.9003044828813938","0.8969582233098574"
"119","0.90028631726849","0.896940566633213"
"120","0.9115634008057208","0.8969567266927115"
"121","0.9115717268388511","0.8969596969502482"
"122","0.9115459946211841","0.8969405518809778"
"123","0.9115637937027754","0.8969729189210752"
"124","0.911573243161353","0.8969670416091765"
"125","0.911547901767513","0.8969538023886848"
"126","0.9003286995645613","0.8969817485086146"
"127","0.9003264277537043","0.8969802779309196"
"128","0.9115649163402203","0.8969596856620267"
"129","0.9115929207448951","0.8969975593292837"
"130","0.9115679446333605","0.8969626206880031"
"131","0.9115823244769126","0.8969773398422477"
"132","0.9115596174003764","0.8969538029539506"
"133","0.8665534197828836","0.8641527378645714"
"134","0.8777775558492996","0.8750638842018441"
"135","0.877811220706337","0.8750973511348964"
"136","0.8777915476448834","0.8641325340953488"
"137","0.866534526999005","0.8641457734797875"
"138","0.9115429762802604","0.8860091885530921"
"139","0.9002783619984984","0.8969199699347267"
"140","0.8665390397339231","0.8531937985362288"
"141","0.8665254224702302","0.8531820410156946"
"142","0.877749165724963","0.8640928040151205"
"143","0.8777264450469778","0.8640876112564297"
"144","0.8889019007961583","0.8749362087191155"
"145","0.9226381905995853","0.9077247403308893"
"146","0.9226281051487119","0.9077245016354437"
"147","0.8776748877876283","0.8749604136030158"
"148","0.8888972163277342","0.8858624468205587"
"149","0.9001599197080618","0.8858769673285654"
"150","0.9001440247152156","0.8858622516048924"
"151","0.8776416849585561","0.8639896127185442"
"152","0.9114032436036763","0.8968082364124276"
"153","0.9001651198965394","0.8968198140523994"
"154","0.877657380093717","0.8530685470569561"
"155","0.8776114091191751","0.8749001845318358"
"156","0.877617663190338","0.8639647910802261"
"157","0.8776244738948945","0.8639721485592253"
"158","0.866419648965562","0.8640175628320489"
"159","0.9001402425095957","0.8858593121832692"
"160","0.9114061725633736","0.8858767771085132"
"161","0.9001462990958761","0.8858651998515044"
"162","0.9001366512614509","0.8858536122376559"
"163","0.9001243481076219","0.8858445987571201"
"164","0.9001697591086849","0.8858872661611009"
"165","0.9001637048864116","0.8858742160296267"
"166","0.9001402423215202","0.8858650188220539"
"167","0.9001568949698574","0.8858797220915194"
"168","0.9001576498761359","0.8858697997040061"
"169","0.900175419149196","0.8858870719112657"
"170","0.8889002433403705","0.8858698058314088"
"171","0.8889104430625836","0.8858782484511284"
"172","0.8888949440243757","0.8858683214680623"
"173","0.9001761764194817","0.885885598270874"
"174","0.9001531086184291","0.8749454130147035"
"175","0.866392964786436","0.863992355026536"
"176","0.8776379013651361","0.8639809789126914"
"177","0.8776345091954701","0.8530485227848331"
"178","0.86639562742112","0.8639971588852426"
"179","0.8663767074840143","0.8530367495454787"
"180","0.9001546223709981","0.8749354860316386"
"181","0.9001500826892961","0.8749325571330645"
"182","0.855194954125521","0.8531080742630194"
"183","0.8663952368032187","0.8421226664844198"
"184","0.8663630868629035","0.8530205686073481"
"185","0.8663929653685126","0.8530525588353026"
"186","0.8664747119467292","0.8531334987625449"
"187","0.8889645772241056","0.8750130892138547"
"188","0.9002465781279736","0.8750020903104545"
"189","0.8552433865341461","0.8422153338624601"
"190","0.8664422024817516","0.8531217035140259"
"191","0.8777029887855881","0.864044232092547"
"192","0.8552237063801537","0.8531261039548674"
"193","0.8665382917121881","0.8531937883795463"
"194","0.8776650980626517","0.8749501624799492"
"195","0.9115476067714432","0.8860092899858385"
"196","0.9115407951311337","0.8860034054770451"
"197","0.8777513809740776","0.8531599144632799"
"198","0.8777748424554658","0.8750590388568129"
"199","0.8889488771556514","0.8749800165246634"
"200","0.9001728851503382","0.8968273617514514"
"201","0.9001779861934484","0.885895998040604"
"202","0.888915937884659","0.8858814777154024"
"203","0.9001855541593654","0.8749648264646215"
"204","0.9001862099383854","0.8859032526507484"
"205","0.900179401803503","0.8858973736073457"
"206","0.9001831851909972","0.8749617880035186"
"207","0.9001551821564013","0.8749353055684588"
"208","0.9001839438492122","0.8749647331866812"
"209","0.8889462131329088","0.8859152207047014"
"210","0.9001899966835561","0.8749706160592083"
"211","0.9001862129020608","0.8749662029974454"
"212","0.8889467731063875","0.8749809144914305"
"213","0.9001667327855507","0.8749487388381267"
"214","0.8889356186468568","0.8859078664895599"
"215","0.9001977629312832","0.8749766872548274"
"216","0.9001750576366774","0.8749447117781027"
"217","0.8889138663254885","0.8749531574615236"
"218","0.8664414056566441","0.8421668103928386"
"219","0.8664160644687299","0.864016277348791"
"220","0.8776662958056356","0.8530893228542384"
"221","0.8663895741927748","0.8530584436404957"
"222","0.8664028037841328","0.8421285493574496"
"223","0.8776768627623096","0.8749630809795691"
"224","0.8889437464071024","0.8640251176592861"
"225","0.866399776278995","0.8530683445820988"
"226","0.866394874296772","0.8530702051903101"
"227","0.877639051823256","0.8530628589995313"
"228","0.8776742288568574","0.8530849268409778"
"229","0.8551438825018703","0.8530569613742661"
"230","0.8213841346335701","0.8093017679082345"
"231","0.8776484942751833","0.8749340144893698"
"232","0.8888979695416573","0.8640055821581805"
"233","0.8551646784920659","0.8421373595972019"
"234","0.866378979500797","0.8421182522569215"
"235","0.8551438840778751","0.8530540340075439"
"236","0.8663634460114149","0.8639658882750926"
"237","0.866365710730768","0.8420704563681106"
"238","0.8776212859081312","0.8530554948278619"
"239","0.8776643908530888","0.864005981780113"
"240","0.8663785908350514","0.842082240329414"
"241","0.8551185383678724","0.8530452007910355"
"242","0.8663884282567434","0.8530466591129193"
"243","0.8552108577949306","0.8421800553384078"
"244","0.866464257907533","0.8531246016574037"
"245","0.8776887567334537","0.8640368365739511"
"246","0.8552557048274159","0.8422304519679824"
"247","0.9003318983333237","0.8751063576264263"
"248","0.8890947048524523","0.8751239666200685"
"249","0.8890615989838261","0.8750917880685201"
"250","0.8552774830547989","0.8313171260532164"
"251","0.8665335720469658","0.8422571251104434"
"252","0.8552842972202537","0.8422615420191831"
"253","0.8440445615352493","0.8313425647984256"
"254","0.8553159346421793","0.8422915803428099"
"255","0.8890068632675361","0.8750371157540119"
"256","0.8777855371703885","0.875069434231147"
"257","0.8890703872419221","0.8641632752793356"
"258","0.8440175141087578","0.83130820529403"
"259","0.8552749158987879","0.8422524221886788"
"260","0.8440091841356157","0.8203651645205177"
"261","0.8552834392287251","0.8422599733514937"
"262","0.8890108448383398","0.8641046634557804"
"263","0.877748039832287","0.8640957325133823"
"264","0.8777826574744864","0.8531910499001767"
"265","0.7764893915628394","0.7547341890880677"
"266","0.8440009595940097","0.8312935884096806"
"267","0.8440280076675117","0.8313198779265992"
"268","0.8326197904239719","0.8311668636908315"
"269","0.8438681156263272","0.8202266730731826"
"270","0.855124402591286","0.8530424485260154"
"271","0.8663986568962638","0.8530630455906164"
"272","0.866379933656038","0.8530441116205335"
"273","0.8551219348715515","0.8530363719694214"
"274","0.8551393457662522","0.8530569925765463"
"275","0.8663891800110125","0.8530382333435584"
"276","0.8663850345110727","0.8639883287324371"
"277","0.8663903304691323","0.8530598979330987"
"278","0.8213841330575653","0.809314606939515"
"279","0.8663846712166237","0.8421245266923182"
"280","0.8663986565022626","0.8421245083111157"
"281","0.8664096166467709","0.8530687397754443"
"282","0.8664209678210318","0.8530790537253247"
"283","0.8663986598601978","0.8530643228835518"
"284","0.8663963880493409","0.8530672732280357"
"285","0.866387304745925","0.853044114118466"
"286","0.8551631673094299","0.8530771757014893"
"287","0.8326309431194224","0.8202441209484156"
"288","0.8438728521929847","0.8311725354636678"
"289","0.8438615004366471","0.8311622546472257"
"290","0.8326339712066368","0.8202371571299052"
"291","0.8438928924888993","0.8421241366607964"
"292","0.855152602716763","0.8421362913058341"
"293","0.8551491826058676","0.8421215640940352"
"294","0.8326180791865206","0.8092797015986385"
"295","0.832640025634836","0.820241583613215"
"296","0.8438546873680833","0.8202136283031852"
"297","0.8438720990686367","0.8202298138378742"
"298","0.832651386058165","0.80932349127035"
"299","0.8438796550180349","0.8421167592687424"
"300","0.8551465231231932","0.842094014134035"
"301","0.8326248859510653","0.8092984443825862"
"302","0.832622668156659","0.8311671221565686"
"303","0.8326554571540005","0.820262412375077"
"304","0.8663833728418426","0.8530467178238902"
"305","0.8663886208076857","0.8530511318430591"
"306","0.8438613507381201","0.8311564193624008"
"307","0.7539094560376058","0.7437218090040375"
"308","0.8439123079112162","0.8202667807299708"
"309","0.8438954585481486","0.8202532512841165"
"310","0.8326195957060231","0.8202252986726795"
"311","0.8213660675483859","0.8202284283143552"
"312","0.8551590206185614","0.8421375680161536"
"313","0.8551675425516442","0.8421465874407834"
"314","0.8551529659933618","0.8421316851262767"
"315","0.8551643181615509","0.8421434522377254"
"316","0.8551681025429733","0.8530849230118543"
"317","0.8663888192864962","0.8421171632865752"
"318","0.8551522077469983","0.8421302109201169"
"319","0.8551522091349276","0.8421272699668946"
"320","0.8551367104907209","0.8421144110215539"
"321","0.8551522079350737","0.8421316812966501"
"322","0.855135755135626","0.8421142181034128"
"323","0.855150693206427","0.8421287319187511"
"324","0.8439175041418315","0.8421466012264338"
"325","0.843913328542581","0.8421432694772727"
"326","0.8440162645052705","0.8422477233130417"
"327","0.8439667034821792","0.8421980886622431"
"328","0.8214946381592502","0.8094220199125701"
"329","0.8327376638575353","0.8203401582059269"
"330","0.8327168657092584","0.8093985018078003"
"331","0.8213807129466699","0.8092999118955753"
"332","0.8101267273098023","0.7983733503292811"
"333","0.8438857212657522","0.8311843255523744"
"334","0.843864134548025","0.8311563631493638"
"335","0.8326566777010965","0.820270603583632"
"336","0.8214015402003295","0.8093194333756704"
"337","0.8213610347453505","0.8092793090696874"
"338","0.8213697549602431","0.7983586236827483"
"339","0.8213765654588739","0.7983630451701926"
"340","0.8439148430831523","0.8312034589331108"
"341","0.8439072743203077","0.8202533512894267"
"342","0.8439265882332498","0.8312240582959906"
"343","0.8101111948143483","0.7983468600348104"
"344","0.7313581152136127","0.721799428167185"
"345","0.8101513084515722","0.7983836439657952"
"346","0.810114619653258","0.7983700252717822"
"347","0.8101365352142602","0.7983685455039884"
"348","0.8438713441623582","0.8311824741352661"
"349","0.8439076710720029","0.8202636524202394"
"350","0.8101327606828677","0.7874114857313336"
"351","0.8101320000541293","0.7983685353473053"
"352","0.8101252348666539","0.8092996067735497"
"353","0.8101392465128447","0.8093154325661284"
"354","0.7313548909801951","0.7108649321341745"
"355","0.8326302381842915","0.8311784897017808"
"356","0.8326491578170357","0.820259085994623"
"357","0.7988657503824733","0.7983584910242745"
"358","0.8100984276449567","0.7874023555779368"
"359","0.8101164941303431","0.7983540297743402"
"360","0.7988559605589964","0.7983511830651403"
"361","0.7988899200673526","0.7874449273888503"
"362","0.8327013331959542","0.8203075942189114"
"363","0.8326990631670277","0.8203075944190682"
"364","0.8327083415913189","0.8312521998304867"
"365","0.832681655612412","0.8312269960200562"
"366","0.8327066329238005","0.8312520088445091"
"367","0.843949099418759","0.83124318078882"
"368","0.8439447552519334","0.820300430624135"
"369","0.8439362321279219","0.8202928811930762"
"370","0.8326971843561882","0.8312435614290808"
"371","0.8326888602928052","0.8312362054819316"
"372","0.8439498560891177","0.8312431813545887"
"373","0.8327068258508936","0.8312536684750124"
"374","0.8439670657827002","0.8312549591889915"
"375","0.8439670663647768","0.831256434926499"
"376","0.8439700917118332","0.8203136796009963"
"377","0.8439935556468037","0.8203357409147274"
"378","0.8439871375480046","0.820353014653837"
"379","0.8101649318485418","0.7983983639196588"
"380","0.8102042890034823","0.7984351401913895"
"381","0.7989256875677448","0.7874861084973204"
"382","0.7989041020498715","0.7983950250755042"
"383","0.7989540554727945","0.7984450564514997"
"384","0.8327020929329512","0.8203107166024"
"385","0.8327036040307333","0.8312490636618487"
"386","0.8214336938747309","0.7984086453013667"
"387","0.8101861259605114","0.7874762064241794"
"388","0.8101399846364641","0.8093168520181175"
"389","0.8101520698677955","0.7983979775181106"
"390","0.8101702301706084","0.7984042437279816"
"391","0.8327073870242263","0.8312421029060341"
"392","0.8214053279575374","0.8202665981691718"
"393","0.8326865904519541","0.8203004189356007"
"394","0.8214185567608931","0.798393944530337"
"395","0.8101687166239653","0.8093499344807791"
"396","0.8101797139592882","0.787501929474671"
"397","0.7990157607611683","0.798518624149519"
"398","0.7990074408623493","0.7984885035529099"
"399","0.8327929085462044","0.8313288964371959"
"400","0.8327860992122441","0.8204085412038163"
"401","0.8102622120868829","0.7875615469602346"
"402","0.7989406547163607","0.7874968273367257"
"403","0.8326748934418234","0.8202833899268044"
"404","0.7989157021398812","0.7874714587693324"
"405","0.7089032587245391","0.6999793718049667"
"406","0.7876386176175826","0.7765095817337737"
"407","0.7989217096593024","0.7765373464402844"
"408","0.7989186801663083","0.7765343540263572"
"409","0.798937701415788","0.7874921053624739"
"410","0.7876799968707686","0.7765490663036181"
"411","0.8214467553103653","0.8093705365238952"
"412","0.8326514802884776","0.8093235520341817"
"413","0.8327081456824412","0.8203164224747573"
"414","0.8326740868495673","0.8202825825606971"
"415","0.8326672743630803","0.8202766969900809"
"416","0.8214459990161574","0.8203075934529861"
"417","0.8326998210372403","0.82030612327661"
"418","0.8102087563117999","0.7875106851693683"
"419","0.8326944484031669","0.820304556340927"
"420","0.8214413599114374","0.8203016125938757"
"421","0.8327368053645154","0.820342807584869"
"422","0.8101809734687494","0.7984189101240255"
"423","0.8214590624128727","0.7984439697789297"
"424","0.8101754293651579","0.8093513138597976"
"425","0.8214521547567306","0.8093750474938516"
"426","0.8214097704728031","0.7983953214287733"
"427","0.83270653437836","0.8312504415258645"
"428","0.8439549557532235","0.8203118157289274"
"429","0.810193693729428","0.8093720074835477"
"430","0.8101815839148023","0.7984202390431218"
"431","0.7539168283094962","0.7437318214403342"
"432","0.810190666824217","0.7984290670988103"
"433","0.8101793132859489","0.8093587663660958"
"434","0.8439349154662341","0.8202916010365953"
"435","0.8326877100227608","0.8202972942548387"
"436","0.8326822157918166","0.8202912194302524"
"437","0.8101832935762489","0.7984218992740941"
"438","0.8101853694782282","0.8093631826917167"
"439","0.8102103444077592","0.7984496647291806"
"440","0.8101777981454507","0.7984130748473721"
"441","0.8101755312685337","0.7984101346605778"
"442","0.8439481466335969","0.8203044584500842"
"443","0.8326880733172098","0.8202926953684184"
"444","0.810153216797755","0.7983998253052441"
"445","0.8102027746688367","0.7984479939759112"
"446","0.8101823403970856","0.7984274099315383"
"447","0.8101687213519795","0.7984027741178765"
"448","0.8101838541496545","0.7984160108399327"
"449","0.8326960338978097","0.8203088793712568"
"450","0.8327020884962338","0.8203176901762753"
"451","0.8326793834075539","0.8202941644132572"
"452","0.8326873461462351","0.8203018987033941"
"453","0.832700578307526","0.8203147616780146"
"454","0.8327020904840902","0.820304842354203"
"455","0.8327452316264519","0.8203691808417445"
"456","0.8327058750535878","0.8203177033966599"
"457","0.8327111722115014","0.8312593571324033"
"458","0.8326896197390226","0.8312347366372488"
"459","0.83271041473529","0.8312564242035441"
"460","0.8326914973681172","0.831235835564625"
"461","0.83272858233605","0.8312726015137128"
"462","0.8327240434423503","0.8312810517926852"
"463","0.8327081438826605","0.8312435409165622"
"464","0.8327361079802116","0.8203379014397955"
"465","0.8440068198585262","0.8203607893333346"
"466","0.8101872734725475","0.7984435847432715"
"467","0.8102402640630801","0.7984708372848486"
"468","0.7426840913904582","0.743751400278174"
"469","0.8101958664620179","0.8093719140054503"
"470","0.8214180948806784","0.8202812075770746"
"471","0.8326799936476811","0.8202883241585937"
"472","0.8327155654451215","0.8312621621637988"
"473","0.8102186199861656","0.7984584440309298"
"474","0.8102026779053267","0.7984407418637002"
"475","0.8214945336951254","0.7984791865914257"
"476","0.8102079758423174","0.7984451551256191"
"477","0.8102368333047101","0.7984761485132852"
"478","0.821466533024278","0.8203282886085869"
"479","0.8327287762570712","0.8094043775868434"
"480","0.8214669936732389","0.7984524146964253"
"481","0.8102033362361706","0.79844064588767"
"482","0.8214429734988759","0.7984290693965868"
"483","0.8214280350340737","0.7984116021735664"
"484","0.8102078759000223","0.7984450587492763"
"485","0.8214384338171739","0.8202958284738576"
"486","0.8327109753086956","0.8093821156957172"
"487","0.832745791617781","0.8094144859991695"
"488","0.8102012614983445","0.7984408374394164"
"489","0.8102040929065293","0.8093791745423382"
"490","0.8101971154163281","0.7984424940414213"
"491","0.8102088314610429","0.7984538879712032"
"492","0.8102012605044163","0.8093764295357547"
"493","0.8214700225663061","0.8203324152919632"
"494","0.8326948830278383","0.8093528915179312"
"495","0.7989487597206607","0.7984391745450544"
"496","0.8101936939353537","0.7984263125360127"
"497","0.7989601114769984","0.798450941256693"
"498","0.8101872447433157","0.7984200524525388"
"499","0.7989669211876268","0.798456824128717"
"500","0.8214579119636781","0.8093863333761061"
"501","0.8214371124096215","0.820298958115281"
"502","0.8214495867185502","0.8203103438205434"
"503","0.8214760767885795","0.8094039869900547"
"504","0.8214851608799978","0.8094029049130365"
"505","0.8327206166155843","0.8093793502108142"
"506","0.8326869521703985","0.8093458944000237"
"507","0.8327149569869249","0.8093852558946398"
"508","0.8327168634306226","0.8094029146684008"
"509","0.8327115343060966","0.8093719998247964"
"510","0.8327126857581445","0.8093808462616882"
"511","0.8327130828859906","0.8093698316404735"
"512","0.8214760769945052","0.8094069352364155"
"513","0.8214722862912135","0.8094109672565974"
"514","0.8214828807777829","0.8203342709033026"
"515","0.8214518831132187","0.8093911357039669"
"516","0.8214344982037114","0.8093778913226573"
"517","0.8102554005943239","0.787576980003181"
"518","0.7426129351037606","0.7327444448682161"
"519","0.8101678374523827","0.7984054305983495"
"520","0.8214156015306879","0.8202758403913926"
"521","0.8326786769859933","0.8093499878302719"
"522","0.8326723755136158","0.8093423907941604"
"523","0.8101491868407337","0.7983893903680749"
"524","0.8101814853604365","0.7984216134436247"
"525","0.798895316343858","0.798383551253623"
"526","0.798883963799518","0.7983761943577424"
"527","0.7988943623766924","0.7983848302612155"
"528","0.8214708760001749","0.8093939816293902"
"529","0.8214450430792446","0.8093673974743626"
"530","0.810142984012297","0.7983819849010599"
"531","0.7988988058858861","0.7983906217706155"
"532","0.8101921781949285","0.7874949511055919"
"533","0.8101770426570956","0.7874787675030666"
"534","0.7989141399025296","0.798405525416816"
"535","0.8101783597127845","0.8093512192328121"
"536","0.8214374770919999","0.8093615178651911"
"537","0.8214912095686627","0.8094130119584659"
"538","0.7989451698423363","0.7874993641673546"
"539","0.7989292760402895","0.7874802376794432"
"540","0.8101846112140144","0.7874989867904483"
"541","0.7876451823436138","0.7765209029581027"
"542","0.7764044270861066","0.7765242372067053"
"543","0.8101581193620546","0.7983910024103729"
"544","0.821438990244642","0.7984259307300164"
"545","0.7876625857522919","0.765597289804128"
"546","0.7763873802560071","0.7655777851733856"
"547","0.7763541117388134","0.7655348033009712"
"548","0.7764259821285183","0.7546619046117379"
"549","0.7652026289101276","0.7546957376329723"
"550","0.8102671067711587","0.7875655692240481"
"551","0.8102485497523513","0.7984774233256378"
"552","0.8102671059831563","0.7875655585010936"
"553","0.8102322918678531","0.7984645720395511"
"554","0.8102481890278351","0.7984906738343506"
"555","0.8102773114273117","0.8094540269908824"
"556","0.8102285094564367","0.8094058439682928"
"557","0.753983429858668","0.7438022611927282"
"558","0.810250844571015","0.798484078602458"
"559","0.8102569048908642","0.7984998716081954"
"560","0.7539739870305897","0.7437938082503667"
"561","0.8102360790072837","0.7984774340485927"
"562","0.8102735285186726","0.8094510726171186"
"563","0.8102345747107433","0.7984789046252817"
"564","0.8102319443329341","0.7984892237359795"
"565","0.8102470477691127","0.7985023997522909"
"566","0.8102273981418047","0.7984862816170216"
"567","0.8102477828206287","0.8094117176502171"
"568","0.7764020578468626","0.7655893261755773"
"569","0.7763822063291446","0.7655655921106906"
"570","0.810167252627693","0.7874699883841243"
"571","0.8101700832478754","0.7984083251040833"
"572","0.7764184627368943","0.7656030404271703"
"573","0.765133857435107","0.7655738540893912"
"574","0.7764086705226347","0.7655927870760418"
"575","0.7763882376477381","0.754636605391047"
"576","0.7539093570981641","0.7546616164834923"
"577","0.8101784568613706","0.7874801420863763"
"578","0.7988966335965476","0.7983877740953336"
"579","0.7989105532119154","0.798402774117877"
"580","0.76515968838629","0.754657490383737"
"581","0.7651326345732539","0.7655682493538827"
"582","0.7538963916558876","0.7546482784239288"
"583","0.7652232138225291","0.7547212404700394"
"584","0.7764179768605713","0.7546655111777341"
"585","0.7539315291330826","0.7437461108300498"
"586","0.798956305468843","0.776574552315551"
"587","0.7989326005696785","0.7874864608894959"
"588","0.8101841488994735","0.7874835157236838"
"589","0.7539224204859541","0.7546735785933518"
"590","0.7651512655896496","0.7546515092374048"
"591","0.7538823086217357","0.7546353252345663"
"592","0.7538999118793032","0.7437162090637351"
"593","0.7651377407559711","0.7437013071495412"
"594","0.7989044982016397","0.7765213039122338"
"595","0.7989219063561823","0.7874760152380457"
"596","0.765166303781896","0.754664656110834"
"597","0.7538848691563018","0.7546385516179454"
"598","0.6751276171259168","0.6671522114214721"
"599","0.7538846779930302","0.7436998358069263"
"600","0.7651311261483675","0.7436956119991339"
"601","0.776349176111269","0.7546001097537646"
"602","0.7988990029767673","0.7765166994641801"
"603","0.7876648567754051","0.7874743528747526"
"604","0.7538778647006903","0.7436939582606732"
"605","0.7538928033714183","0.7546484701758317"
"606","0.7538922459678724","0.7546427886466253"
"607","0.7651428445392392","0.7546482927763541"
"608","0.7539194907382545","0.7437265161212923"
"609","0.7989097961297051","0.776527195209436"
"610","0.7876663742975022","0.7765330616324208"
"611","0.7764358193442846","0.765614969292574"
"612","0.7651470191802623","0.7437217132281637"
"613","0.765135669582006","0.7546284529971925"
"614","0.7651761415797389","0.7546692616904245"
"615","0.7538771090242598","0.7546310077490231"
"616","0.7763635575486761","0.7655432376951652"
"617","0.7876792388124806","0.7765518208664148"
"618","0.7876448218250234","0.7874541462419863"
"619","0.7876746991307785","0.7765389496662688"
"620","0.7989347734410936","0.7765636063595688"
"621","0.7989143383813401","0.7765316048423879"
"622","0.7989234199028256","0.7765532847494295"
"623","0.7989075253127763","0.7874556076275718"
"624","0.7988890003454354","0.7874482562759747"
"625","0.8101668319887378","0.7874861253476781"
"626","0.7988851829007682","0.7874232411537462"
"627","0.7989060123482098","0.7874640594383953"
"628","0.7988802767726075","0.7874305976661611"
"629","0.7989226315398184","0.7874482491829918"
"630","0.7988923862110824","0.7765095278098358"
"631","0.7989097896197603","0.7765257420483695"
"632","0.7989082787279039","0.7765183901305011"
"633","0.7651535598117011","0.7546537396143763"
"634","0.765161886395492","0.7437247520809047"
"635","0.7876498724134096","0.7765183147708398"
"636","0.7989096954084622","0.7874656202294503"
"637","0.7988947591283876","0.7874481595340204"
"638","0.7539299890517982","0.743739560508327"
"639","0.7651370822281266","0.7546369881462779"
