"cycle","Q_dch_window","energy_efficiency","SoH"
"121","0.9849766809855413","0.9991945690830786","0.9695056363636363"
"122","0.9842529733458492","1.0003732084245818","0.9694395454545454"
"123","0.97669913369736","1.0006909562524937","0.9694305454545453"
"124","0.9766801773937651","0.9992434956683832","0.9693918181818181"
"125","0.9763267716495551","0.999350754491674","0.9694087272727271"
"126","0.9764090863495728","1.000548897455167","0.969335818181818"
"127","0.9764743223410547","0.9998707985450033","0.9692613636363636"
"128","0.9763671448941591","0.9993632212903851","0.9692198181818181"
"129","0.9684054578885725","0.9988520771242362","0.9692748181818182"
"130","0.9683319250852661","0.9998963393807421","0.969194"
"131","0.9763280074913945","0.9985569404057757","0.9690666363636363"
"132","0.9763765990894401","0.9987395712445961","0.9690505454545453"
"133","0.968323870703985","0.9989045991503784","0.9689467272727272"
"134","0.9763889921956745","0.9983809064017332","0.9689715454545453"
"135","0.968360260102485","0.9997118198469049","0.969055909090909"
"136","0.9764682738383306","0.9982131694946252","0.9689138181818181"
"137","0.968107663661589","0.9979716082483613","0.9688817272727273"
"138","0.9761540248513516","0.9985965047117794","0.9688735454545453"
"139","0.9683175231368065","0.9984702587639624","0.9689041818181817"
"140","0.9763888229651531","0.9992035720308172","0.9688818181818182"
"141","0.9762691050112433","0.9978784056073642","0.968873909090909"
"142","0.9762887899363315","0.9996282197413149","0.9688353636363636"
"143","0.9763253652596443","0.9996193237058361","0.9688022727272727"
"144","0.9761569708694485","0.9996258029535199","0.9687179999999999"
"145","0.9758706423845446","0.9992992972001874","0.9686220909090909"
"146","0.9762591721222595","0.9996598448876309","0.9687180909090908"
"147","0.9683909534516936","0.9990890651201297","0.9687193636363635"
"148","0.9759592970376876","0.9997777542110273","0.9686362727272727"
"149","0.9763684994071088","0.9994530405429656","0.9685070909090907"
"150","0.9762295995564726","0.9988434855089495","0.9683921818181818"
"151","0.9765432725764442","0.9986416326038534","0.9683693636363636"
"152","0.9685224585237582","0.9992365459101074","0.9683888181818182"
"153","0.9764099360127173","0.9988671417838401","0.9683807272727272"
"154","0.9686375337450703","0.9988398185831737","0.9682792727272725"
"155","0.968698824084064","0.9990536332508968","0.9683144545454545"
"156","0.9686195049973044","0.9974298882227122","0.9682985454545454"
"157","0.9686573161216316","0.9981867652912195","0.968161909090909"
"158","0.960836318950019","0.9978063268746399","0.9681155454545454"
"159","0.9689725271445983","0.9985697480066047","0.9680772727272727"
"160","0.9687686234587591","0.996924857995357","0.9679294545454544"
"161","0.9612065295708961","0.9975032820316388","0.967912909090909"
"162","0.9610746875838316","0.9971209713463892","0.9678539999999999"
"163","0.9611514876292115","0.9965846344922927","0.9678172727272727"
"164","0.9609384698649326","0.9982807451051984","0.9678237272727271"
"165","0.9611465059797819","0.9982667430865111","0.9677584545454545"
"166","0.9610283099294508","0.9970822372414253","0.9677975454545454"
"167","0.968922926788018","0.9980836444922383","0.9678221818181817"
"168","0.9688600657499892","0.9980302524868867","0.967819909090909"
"169","0.9690077204716749","0.9989296043503924","0.9678627272727272"
"170","0.969235610180456","0.9982387330007007","0.9677967272727271"
"171","0.9689817416089134","0.997773871938181","0.9678093636363636"
"172","0.9689558766559982","0.9987113771236424","0.9677613636363634"
"173","0.969011470575765","0.997457207946949","0.9676858181818181"
"174","0.969125451578149","0.9984240840311338","0.9676636363636363"
"175","0.9611359635378027","0.9984494113686261","0.9675564545454545"
"176","0.9610889045508507","0.9980246186361255","0.9675962727272727"
"177","0.9686859147961181","0.9988321542523145","0.9676033636363635"
"178","0.968785379444326","0.9990178518618283","0.9676341818181817"
"179","0.9690643643904397","0.9982986532438932","0.9675668181818181"
"180","0.968446781367444","0.9989840636647217","0.967512909090909"
"181","0.960833054548333","0.9974612728377802","0.9674184545454544"
"182","0.9690467593370272","0.9992633656350407","0.9674077272727272"
"183","0.9607245552371206","0.9978405421406831","0.9673848181818182"
"184","0.9684512131014337","0.9965690211463917","0.9673164545454545"
"185","0.9608847497297471","0.9977247996079904","0.9673213636363636"
"186","0.96098374125686","0.9971784404213605","0.9673026363636362"
"187","0.9685446929227934","0.9972878354647802","0.9672724545454545"
"188","0.9605778831425067","0.9970832733119434","0.9671263636363635"
"189","0.960605226462665","0.997570032418681","0.9671546363636362"
"190","0.9605109905923922","0.9985758958782013","0.9670576363636363"
"191","0.9529191746052363","0.9974264801527698","0.9669802727272727"
"192","0.9606724446037495","0.9968239527428862","0.9668926363636362"
"193","0.9528429099719604","0.9965220896349063","0.9669143636363635"
"194","0.952711803606672","0.9960958727713513","0.9668215454545455"
"195","0.9607736218522307","0.9952400997370702","0.9666438181818181"
"196","0.9529156058485031","0.9969228924500663","0.9666351818181818"
"197","0.9532239749404359","0.9965785606063103","0.9666795454545453"
"198","0.9608902065536858","0.9973604908223838","0.9667188181818182"
"199","0.9611416796289988","0.9979762544577089","0.9667457272727272"
"200","0.9528218544344838","0.996781515046401","0.9665986363636364"
"201","0.9610325143109734","0.9970448227146899","0.9666522727272726"
"202","0.9602229347504561","0.9974566217844393","0.9666139090909089"
"203","0.9604862492656726","0.9976628662745465","0.9665655454545453"
"204","0.9603236839438838","0.9990087966092864","0.9664851818181818"
"205","0.9604995120023264","0.9976000017621414","0.9665667272727272"
"206","0.960288452333086","0.9976358718956074","0.9665960909090908"
"207","0.9604652743894053","0.9979232694744283","0.9665968181818182"
"208","0.9607047988481021","0.9985373482203765","0.9665259090909091"
"209","0.960173511573849","0.9979484583875239","0.9664496363636362"
"210","0.9603835083074227","0.9972389937316526","0.9663887272727273"
"211","0.9601388302437877","0.9983436832594954","0.9664136363636363"
"212","0.9602176120874683","0.9985121891546876","0.966340909090909"
"213","0.9602588519492339","0.9978297695972843","0.9662903636363636"
"214","0.9602919598173237","0.9991156767389526","0.9662304545454544"
"215","0.960287695175993","0.9983152850871461","0.9662575454545453"
"216","0.9605077169736547","0.998935030340263","0.9661926363636363"
"217","0.9603519304406039","0.9994815582241982","0.966219"
"218","0.9605344704777796","0.9997717272799217","0.9661583636363635"
"219","0.9684908173752731","0.9992841553741121","0.9661318181818181"
"220","0.9683661543295161","0.9996659525457875","0.9661137272727272"
"221","0.9605907206165518","0.9976387212957605","0.9660523636363636"
"222","0.9685939172302499","0.9989971498894221","0.965998090909091"
"223","0.9608286033676997","0.9990264952104956","0.9660254545454544"
"224","0.9609591231686047","0.9989287465882277","0.9659408181818181"
"225","0.9607218105700596","0.9989177775212867","0.9658475454545453"
"226","0.9609815054616244","0.9985890406603435","0.9657785454545454"
"227","0.9533407145930699","0.9993470610919333","0.9657628181818181"
"228","0.9606511267624342","0.9990782519819634","0.9657493636363635"
"229","0.9609573752661098","0.9997387770143988","0.9657061818181818"
"230","0.9604503360259867","0.9978693985276563","0.9656676363636362"
"231","0.9607653987405971","0.9990472097621897","0.9655897272727273"
"232","0.960909528683763","0.9982972584885472","0.965505"
"233","0.9608578508290119","0.9983446053131828","0.9654878181818182"
"234","0.9605718065264304","0.9986501838200027","0.9654496363636363"
"235","0.9606632571246972","0.9984142765606444","0.9654956363636363"
"236","0.9605908258299166","0.9990126771883227","0.9653636363636363"
"237","0.9606046503961012","0.9979530673079109","0.9653884545454545"
"238","0.9527920913215746","0.9969127408210943","0.965293"
"239","0.9525246443073584","0.9979771991515625","0.9652264545454544"
"240","0.9606472056285764","0.9977499414343232","0.9650830909090908"
"241","0.9604832613272141","0.9975376688497144","0.9650928181818181"
"242","0.9526914521921","0.9972350537372808","0.9650776363636363"
"243","0.9603625590683007","0.998228163588812","0.9649956363636363"
"244","0.9528202841112625","0.9983363497167816","0.9650138181818182"
"245","0.9524567252230798","0.9980683375876044","0.964965818181818"
"246","0.9605227602158691","0.9981954776045062","0.9649962727272726"
"247","0.9601398161945122","0.9977358259580703","0.9649444545454544"
"248","0.9523103138735037","0.9974561592709067","0.9649010909090909"
"249","0.9524406050825419","0.9980722586501724","0.9648561818181817"
"250","0.9524946524478473","0.9983946039759015","0.9648306363636362"
"251","0.952398107097782","0.9985378232088352","0.9647372727272726"
"252","0.960487786133541","0.9984728657350597","0.9647314545454544"
"253","0.9604514801809317","0.9987810182396654","0.964731"
"254","0.9527832900336539","0.9987058652422686","0.964640090909091"
"255","0.9522994775129934","0.99799017789619","0.9645209090909089"
"256","0.9604105918087935","0.997412676146786","0.9645025454545453"
"257","0.9524678065928015","0.9982543840173368","0.9644316363636362"
"258","0.9521468807623439","0.9987422036685045","0.9644079999999999"
"259","0.9522560981152934","0.9986774531305551","0.9643520909090909"
"260","0.9524554795286623","0.9981458664777954","0.9642791818181816"
"261","0.9523184639395107","0.998197780027323","0.964284909090909"
"262","0.9603415014949005","0.9984089799392022","0.9642173636363635"
"263","0.9604435870436251","0.9985945636723006","0.964142909090909"
"264","0.9524836825652868","0.9975838862855726","0.9641454545454544"
"265","0.9527209339942267","0.9983318811028914","0.9641408181818182"
"266","0.9525496332936358","0.9972918007749957","0.9641223636363635"
"267","0.9528837568604125","0.9981664830208893","0.9640288181818182"
"268","0.9528134666939391","0.996651859441692","0.9638756363636364"
"269","0.9527539729167772","0.9977030307012734","0.9637685454545453"
"270","0.9528898700778495","0.9955425106055581","0.9637063636363635"
"271","0.9450485767910001","0.9967386292853","0.9637365454545453"
"272","0.9528839271314958","0.9968213745255233","0.9636969090909091"
"273","0.9450342679992988","0.9966624023185123","0.9636949090909089"
"274","0.952910869283919","0.996670231764797","0.9636974545454544"
"275","0.9528299308506096","0.995850872282831","0.963646909090909"
"276","0.9451754359161308","0.9954890323483506","0.963562818181818"
"277","0.9530848591119515","0.9962983248973768","0.9634872727272726"
"278","0.9530356188761527","0.9973550027659132","0.9634283636363635"
"279","0.9529746793540865","0.9979229508188742","0.9633052727272725"
"280","0.9450152503109152","0.9963552191708704","0.9632950909090908"
"281","0.9532445480720052","0.9972470422154793","0.9631798181818181"
"282","0.9531968181637971","0.9964288387118079","0.9620954545454545"
"283","0.9454420057236155","0.99649862958181","0.9631271818181818"
"284","0.9454104683518862","0.9970601564407603","0.9630311818181817"
"285","0.9452347338814732","0.9973600972535028","0.9630805454545452"
"286","0.9451536870993428","0.9963972887227438","0.9630244545454545"
"287","0.9452844337995595","0.9956393468785618","0.962927"
"288","0.9453089601252069","0.9959479354580599","0.9628973636363635"
"289","0.9450632193567816","0.9955339923355202","0.9628184545454546"
"290","0.945340637352489","0.9948045100774767","0.9627822727272726"
"291","0.9454220735826067","0.9946637196716014","0.9627160909090909"
"292","0.9449172116007272","0.9965170052867354","0.9626963636363636"
"293","0.945077914164594","0.9963266812190635","0.9626506363636363"
"294","0.9455340951226803","0.9950635193477081","0.9625765454545453"
"295","0.9451935729899438","0.997680068583397","0.9625348181818181"
"296","0.9448835302419483","0.9958234264722529","0.9625439999999998"
"297","0.9452797419252562","0.9949822950027609","0.9624917272727272"
"298","0.9376243520523402","0.995930791774474","0.9624381818181816"
"299","0.9455656811954632","0.9960160289186017","0.962371818181818"
"300","0.9372402115592083","0.9953043186614521","0.9623290909090908"
"301","0.9374833706417705","0.9968761562773348","0.9622132727272726"
"302","0.9454271515351483","0.9973337783574874","0.9622258181818182"
"303","0.9452098191895738","0.9963838224988133","0.9622352727272726"
"304","0.945330055615816","0.99640286475682","0.9622692727272727"
"305","0.9452546893917779","0.994801515896399","0.9621160909090908"
"306","0.9372675291791938","0.9965276340299917","0.9621185454545453"
"307","0.9369556415129262","0.9949643631953053","0.9620095454545453"
"308","0.9373276128046317","0.995598507658505","0.9619390909090908"
"309","0.9450960904557744","0.9955265841474051","0.9618775454545454"
"310","0.9451328543353907","0.9962474713507186","0.9618605454545454"
"311","0.9452592094541801","0.9952123596277235","0.9617006363636363"
"312","0.9452941459145726","0.9953564656789275","0.9616868181818181"
"313","0.9451472740042086","0.9949928084384186","0.9615676363636362"
"314","0.9375950329145035","0.9959310116792196","0.9616050909090909"
"315","0.9376093590167047","0.9952794898343379","0.9615678181818181"
"316","0.9374300172584502","0.9954064327528351","0.9615219090909091"
"317","0.937388226339699","0.9957748169097813","0.9614639999999999"
"318","0.9372401137521821","0.994394213877208","0.9613184545454544"
"319","0.9373304286868004","0.9947814230202577","0.9613021818181817"
"320","0.9372205083889804","0.9953229199727668","0.9612676363636362"
"321","0.936994658073009","0.9953442482608714","0.9611612727272727"
"322","0.9368441193565488","0.9942527858872118","0.9611143636363636"
"323","0.9369735023475062","0.9955648841716294","0.9611126363636364"
"324","0.9368792286663982","0.995011351724053","0.9610477272727271"
"325","0.937325043019415","0.9946746893515271","0.9609601818181817"
"326","0.9370882160119335","0.995356776934994","0.9609739090909091"
"327","0.929983153491165","0.9951366571473402","0.9609274545454545"
"328","0.9295116596608377","0.9945231363860769","0.9608269090909091"
"329","0.9370589560115485","0.9961454515222974","0.960819909090909"
"330","0.937732211437364","0.9955484087442182","0.9607398181818181"
"331","0.92954063563481","0.9943516273991987","0.9606717272727272"
"332","0.9296234960849147","0.9971470645211721","0.9606877272727273"
"333","0.9368363669645111","0.9930633436142353","0.9605902727272726"
"334","0.9374258420730021","0.9923995426621137","0.9605682727272726"
"335","0.9371839920840386","0.9936960339701129","0.9604314545454545"
"336","0.9374641952518687","0.994182608242234","0.9603425454545453"
"337","0.9369837586411041","0.9933215984687233","0.9603178181818182"
"338","0.9369519654085836","0.9935616969377205","0.9602460909090909"
"339","0.9291985296356688","0.9936456059478652","0.960140909090909"
"340","0.9291646856503905","0.99360958979413","0.9600402727272725"
"341","0.9294660817682767","0.9948169153474249","0.9599392727272725"
"342","0.9292623893581536","0.9926567782525283","0.959961"
"343","0.9369578744296556","0.9940830203812973","0.9597670909090907"
"344","0.9289346045608176","0.9939284950069989","0.9597863636363636"
"345","0.9294774977588948","0.9942098597327879","0.9597324545454545"
"346","0.9370944267852348","0.9938128412577386","0.9595691818181817"
"347","0.9293402131303669","0.9951569171194439","0.9595779090909091"
"348","0.9211166318505918","0.9946899360737582","0.9595971818181818"
"349","0.9291033744213226","0.9936122163016841","0.9594811818181816"
"350","0.92917954625369","0.9931505011329441","0.9594679090909091"
"351","0.9291046095985995","0.9940050880907079","0.9595125454545455"
"352","0.9214583435622811","0.9932722414728132","0.959482"
"353","0.9291094109626425","0.9939552923933849","0.9593901818181818"
"354","0.9217301391729186","0.9921366809064927","0.9592882727272726"
"355","0.921705321899224","0.9936398574418311","0.9591737272727272"
"356","0.9215519665494777","0.9933930316944692","0.9591125454545454"
"357","0.9297174731661885","0.992736560811785","0.9589638181818181"
"358","0.9295436284608043","0.9925432690990558","0.9590260909090909"
"359","0.929562961924499","0.9943564876202984","0.9590055454545453"
"360","0.9293848884086391","0.9945028494146413","0.9590956363636364"
"361","0.9294036217797657","0.9943695136174492","0.9590241818181817"
"362","0.9295428168694295","0.9934799672930916","0.9590051818181817"
"363","0.9294687491334473","0.9953514587327233","0.9589224545454546"
"364","0.9293787544030812","0.9940090861941917","0.9588724545454544"
"365","0.929404245961515","0.9947756963232167","0.9588462727272726"
"366","0.9294959684578891","0.9945790141099395","0.9587733636363636"
"367","0.9293397209611844","0.9940214751127122","0.9587107272727272"
"368","0.9293693854839381","0.99276984479974","0.9586055454545453"
"369","0.9291182440674641","0.9939925219469603","0.9584789090909089"
"370","0.9293452636170847","0.9934985540553296","0.9585161818181818"
"371","0.9212168504204301","0.994378916314328","0.9584599999999999"
"372","0.9289837226916426","0.993066582358522","0.9583813636363636"
"373","0.9293559853740538","0.9940553727813753","0.9583441818181817"
"374","0.9291967527953093","0.99370648002293","0.9582531818181816"
"375","0.9291165998964219","0.9929062936979444","0.9582366363636362"
"376","0.9216326884402519","0.9940508588968155","0.9581631818181818"
"377","0.9290980752797781","0.9943678365476596","0.9581112727272727"
"378","0.9293761725176257","0.9933647225886448","0.9579440909090907"
"379","0.9292434799697002","0.9948561352369136","0.9580035454545452"
"380","0.9214644766880434","0.9936264231198365","0.9579294545454545"
"381","0.9293245969145544","0.9945400557408511","0.9578653636363635"
"382","0.921399058493212","0.993405584647032","0.9578009090909091"
"383","0.9211767448532344","0.9941292810338619","0.9576169999999998"
"384","0.9214278689633523","0.9940641493051194","0.9577062727272726"
"385","0.9295111957461927","0.9938292197203522","0.9575950909090909"
"386","0.9213778768613786","0.9927319358758311","0.957490818181818"
"387","0.921872751095921","0.9934768578816991","0.9574196363636363"
"388","0.9213128561325304","0.9942797575962617","0.9573676363636363"
"389","0.9212937531691002","0.99472132610507","0.9573626363636363"
"390","0.9214529295538985","0.9926490471404872","0.9572926363636364"
"391","0.9213750878601161","0.9930883983788393","0.9572029999999999"
"392","0.9215559370546765","0.9938017305699561","0.9571603636363635"
"393","0.9216334852225891","0.9939958488158348","0.9570563636363635"
"394","0.9213412867230119","0.9937416697615759","0.9570608181818181"
"395","0.9291608257546597","0.99536319494968","0.957042"
"396","0.9212442793484289","0.9933363138777412","0.9569220909090908"
"397","0.9212174053591343","0.9935366181298674","0.9569428181818181"
"398","0.9210797309517517","0.9921065104196164","0.9568098181818181"
"399","0.920891291994949","0.9936483382069162","0.9567274545454544"
"400","0.9133363320738569","0.9937355898618041","0.9566445454545454"
"401","0.9131754175592586","0.9924352328495446","0.9565451818181818"
"402","0.9212786364074549","0.9934612578690364","0.9565014545454544"
"403","0.9212637111159969","0.9930104257855555","0.9564331818181818"
"404","0.9133502203753852","0.9935566233516401","0.956370909090909"
"405","0.9210873595089177","0.9933452090701035","0.9563268181818181"
"406","0.9132676505115589","0.9945537796523364","0.956288909090909"
"407","0.9134390173974444","0.9933909446641632","0.9561666363636364"
"408","0.9135248691991495","0.9925941463490361","0.9560870909090909"
"409","0.9136984970220435","0.992742116854822","0.956019818181818"
"410","0.9139136897047918","0.9933721122533888","0.9559379090909089"
"411","0.9215698435772506","0.993116536743074","0.9558921818181817"
"412","0.9135149869793426","0.9925134442744163","0.9558210909090908"
"413","0.9134429411751096","0.9935323921913513","0.9557913636363635"
"414","0.9214311893703158","0.9927358478301332","0.9556733636363635"
"415","0.9134125378337618","0.9933022120915043","0.9555502727272726"
"416","0.9215035633043841","0.9927420553758531","0.9555724545454544"
"417","0.913510103069268","0.9913010132465996","0.955521"
"418","0.9211832258832077","0.9931147449185745","0.9554545454545453"
"419","0.9212555997390245","0.9923397439750772","0.9553176363636362"
"420","0.9216070094109602","0.9927388004342859","0.9552503636363636"
"421","0.9135173451203983","0.992566874953344","0.9551475454545453"
"422","0.9215081385815023","0.9946177145659286","0.9551979090909091"
"423","0.9134124672151359","0.9924387823596084","0.9540160909090908"
"424","0.9132896219660871","0.992790372144419","0.9551250909090908"
"425","0.9137497544007233","0.9931700741541579","0.9550024545454545"
"426","0.913319564777554","0.9914800917694603","0.9549815454545453"
"427","0.9135582341269504","0.9921847085195882","0.9548391818181817"
"428","0.9210727039335577","0.9927817990157989","0.9547647272727273"
"429","0.9139338582009353","0.9933761282436161","0.9546876363636364"
"430","0.9137166555331226","0.9936846393623152","0.9546286363636363"
"431","0.9136385210815995","0.9922776561823563","0.9545299090909091"
"432","0.913564428600805","0.9924469154346865","0.9545458181818182"
"433","0.9136036713433155","0.9920330884536175","0.9543589999999998"
"434","0.9135840948212635","0.993327173194423","0.9543720909090908"
"435","0.9058741444460323","0.9917814049602243","0.9542196363636363"
"436","0.9134365469105311","0.9914767330397296","0.9542229999999998"
"437","0.9135618380891051","0.9914192845953981","0.9541563636363635"
"438","0.9135330955123855","0.9910235347047974","0.9540503636363636"
"439","0.9056697037603363","0.9906472801649401","0.9539206363636362"
"440","0.9057825049692643","0.9922565718084555","0.9539059999999998"
"441","0.9056390789040916","0.9913525882248364","0.9537543636363636"
"442","0.9052519291966352","0.9916264121840624","0.9537169999999999"
"443","0.9053595338924652","0.9904858422964057","0.9535871818181818"
"444","0.9053524298531459","0.9919377112400446","0.9534930909090908"
"445","0.9055536552298744","0.9908225786269252","0.9534331818181817"
"446","0.9052615892747363","0.9900298504128379","0.9532845454545454"
"447","0.9055129409871816","0.9903564367660584","0.953201818181818"
"448","0.9051423107995177","0.9905293917328079","0.9531080909090908"
"449","0.9051121330408244","0.9921966383647639","0.9530637272727273"
"450","0.9051989102737724","0.99154085107425","0.9530256363636364"
"451","0.9052723566247507","0.9921365484161593","0.9529972727272726"
"452","0.9054533884236047","0.9913912820342687","0.953007909090909"
"453","0.9053034256830013","0.9922087017039237","0.9529032727272727"
"454","0.9054725712470336","0.9916108036587156","0.9528886363636363"
"455","0.905601606036578","0.9927481153233623","0.9528482727272727"
