"cycle","CCCT_3p8_4p0","IC_peak","SoH"
"51","3451.74487416679","4.465222980159863","0.9468879938821452"
"52","3451.74471049383","4.539426546635474","0.9885970936655362"
"53","3661.8056084206","4.7944747245951005","0.9866194521397728"
"54","3541.7585587653","5.028887095451319","0.9886321785938544"
"55","3541.79544458111","5.126837564740036","0.988348842427209"
"56","3541.76686728769","4.941955212947615","0.9796703903540545"
"57","3481.76750615842","4.928736972658924","0.9735204086394637"
"58","3481.75980562632","4.88131573803939","0.9726507580799272"
"59","3481.72906059023","4.879879790540125","0.9636339906067544"
"60","3451.72919365607","4.875097545229848","0.9654164920394182"
"61","3481.75956133245","4.827297630185733","0.9641227954092092"
"62","3451.73233033869","4.8343681781077255","0.9562145489589816"
"63","3421.71567014057","4.798018068083578","0.955503178626218"
"64","3421.72663662745","4.716872945567249","0.9546968501240092"
"65","3421.72716155071","4.636860923910623","0.9495196602896272"
"66","3391.71174190443","4.660373944607119","0.9475606352771636"
"67","3391.69628890079","4.647787742222287","0.9488841474908818"
"68","3421.72697506591","4.608503951819419","0.9485883594120726"
"69","3391.7142057401","4.608022972807573","0.9459382928991272"
"70","3391.71490063195","4.585609075612732","0.9408113454954"
"71","3361.696519204","4.545608791157171","0.9406516785618454"
"72","3391.68423614662","4.520507759942375","0.9401233960858182"
"73","3391.71185951761","4.525571696180027","0.9383345022527818"
"74","3391.71183838986","4.474214998682835","0.9406947833984544"
"75","3361.6965699956","4.419357494840137","0.9405430504282362"
"76","3361.68386929656","4.3963476669083885","0.9400815590673908"
"77","3331.68416474212","4.405992171923533","0.9395087681085"
"78","3361.69915559474","4.396951566367652","0.9390406364158456"
"79","3361.68343817209","4.407256008390967","0.83696633018123"
"80","3361.69900660833","4.412626284881217","0.9387590432122724"
"81","3361.70247113303","4.372799777999109","0.9380492062751816"
"82","3361.69965454837","4.326317297875205","0.9376066372098636"
"83","3331.66852549935","4.305265706275394","0.9371125885044456"
"84","3331.68401642254","4.328100845557667","0.9364802637358908"
"85","3331.65292992536","4.324707841560803","0.9322264451709544"
"86","3331.65270919527","4.325054510015836","0.9318317170065544"
"87","3301.668656099","4.317170129590759","0.9317700685084362"
"88","3301.63752395816","4.296556624169424","0.8293133183903699"
"89","3301.6225903391","4.274959296209721","0.9307861663099816"
"90","3331.66815663001","4.2592355630075005","0.9304931356392726"
"91","3301.65304387355","4.270369112746184","0.8219481924630417"
"92","3331.6706983046","4.266270364756632","0.9165856186167272"
"93","3301.66590618039","4.245140802416951","0.9158608350776728"
"94","3241.61925788188","4.238254712836511","0.9152157810639728"
"95","3241.61935110425","4.266581240542358","0.9310940845922636"
"96","3271.63450461725","4.267786294838088","0.9306235514811636"
"97","3301.662374084168","4.220073828599952","0.9300324745991816"
"98","3331.69370559242","4.197512780578999","0.9366439266315272"
"99","3331.69439053714","4.2056050608930615","0.9373922168371364"
"100","3301.66341631032","4.247118181278745","0.9311184807513182"
"101","3331.69875663059","4.266353213052604","0.9241946142560816"
"102","3331.66375368284","4.259051669036724","0.924184221374"
"103","3331.69467212502","4.242260448668112","0.9239169082009818"
"104","3301.67974859321","4.249296474441293","0.922768758224118"
"105","3331.63199212108","4.244596925695178","0.9291972519987"
"106","3271.63228986851","4.2758397209078485","0.9305252937730182"
"107","3301.68357103961","4.300063179915778","0.9307569419313092"
"108","3331.68458184311","4.281989825273921","0.9210806802056364"
"109","3211.619680167","4.220341997211534","0.8135387807262454"
"110","3301.67905007957","4.219471240825516","0.9200138700475816"
"111","3271.66381078964","4.11986306906048","0.9153841779828636"
"112","3271.66433113848","4.101671153634539","0.9137646539061728"
"113","3241.61715728492","4.146055272877493","0.9232607098590636"
"114","3301.6637584544","4.211435671002001","0.927390072777182"
"115","3301.68357134037","4.158614686332635","0.9157627520944454"
"116","3271.66899021327","4.197480895401702","0.9135834129404636"
"117","3241.64843591616","4.218642836013238","0.9133529665159544"
"118","3271.6475725414","4.188512160396691","0.9136354544481816"
"119","3271.61657014972","4.131825169379931","0.906512812600028"
"120","3241.64827395696","4.138342925930921","0.9198949259413908"
"121","3211.63255779654","4.125659414997108","0.9211282477734636"
"122","3271.63581361435","4.131705901630869","0.9214546372106271"
"123","3301.68088461388","4.138567306550272","0.9227978664177544"
"124","3301.68525513837","4.1253151929653775","0.9233875813485726"
"125","3301.68623390654","4.08852653176765","0.9270051506364816"
"126","3271.64043668925","4.081618371035761","0.9273702707924544"
"127","3301.66900944162","4.107531675393295","0.927949938638409"
"128","3301.65738382731","4.11923445185152","0.9278762930626908"
"129","3301.6731747539","4.098407402558218","0.9281430729767546"
"130","3271.65754629252","4.089888173304927","0.928312889517609"
"131","3301.67425872973","4.0847364240970965","0.9285471066518182"
"132","3301.65887731022","4.09552494302389","0.9287257905414544"
"133","3301.67511305719","4.096366867378928","0.928804335223409"
"134","3301.659732114","4.110039717076278","0.928809366616709"
"135","3301.69136329524","4.105196725618821","0.9288872433431092"
"136","3301.6602375356","4.110141818042614","0.9217424177897728"
"137","3301.67608240188","4.118005967981556","0.9123197344179454"
"138","3241.63539705425","4.135729709746821","0.9126891909216"
"139","3241.64916317653","4.134571189942607","0.9077186298266626"
"140","3241.63371111085","4.1202461501953005","0.907235895158678"
"141","3211.61774346267","4.118309455450488","0.9141250170230728"
"142","3241.65377336426","4.119743456855504","0.9211282953896364"
"143","3271.67129991366","4.125665026606144","0.921685734383718"
"144","3451.75326793573","4.130748941433829","0.921169642235918"
"145","3271.64827784701","4.1216599801349165","0.9219568945467908"
"146","3301.66772460449","4.088035152269758","0.929154389724518"
"147","3301.63904910102","4.025855950151099","0.9294864044388816"
"148","3241.6398066061","4.1504280630919865","0.9149744987641182"
"149","3271.66352276066","4.210399384145581","0.9142825912404726"
"150","3241.63292308879","4.202111685499249","0.9160158220611"
"151","3241.63289033705","4.089441239368799","0.9148996436976908"
"152","3271.66459832544","4.1289076670477725","0.9135789972486544"
"153","3271.65337778226","4.115060973636864","0.9225242218909"
"154","3241.63947157986","4.093622356012517","0.9236032875972182"
"155","3211.63380144591","4.054728612441982","0.9152555677558544"
"156","3211.6018051482","4.05267399442321","0.9132864204094272"
"157","3181.5711728399","4.088261582416429","0.9136272477856"
"158","3181.61810590204","4.105073827124182","0.9136439095967908"
"159","3211.61742765438","4.076676504432578","0.9077941137937544"
"160","3241.62172803422","4.042461229946992","0.9152788975769092"
"161","3241.65497215665","4.058044654904103","0.9211445431212818"
"162","3211.61748097761","4.0749119521579455","0.9218261331212182"
"163","3181.47801232189","4.029363826518498","0.9069626221568292"
"164","3181.60268432239","4.0010357357695","0.9072565553418444"
"165","3151.60247606219","4.005870208375649","0.9074858014824172"
"166","3211.62013816525","4.049974927907236","0.9073444689843508"
"167","3241.62222517014","3.9740528060774487","0.9066803366480254"
"168","3211.60826985014","3.963563039033659","0.919091548114809"
"169","3241.62379923427","4.0218713825986505","0.9202327195351364"
"170","3271.64022627903","4.102647535475583","0.9210064580860636"
"171","3241.6415987797","4.014825779703772","0.9211217682930092"
"172","3241.64199018169","3.956659263969796","0.921261892245318"
"173","3271.67345627624","3.9534287697014734","0.9218720184313092"
"174","3271.67369258112","3.9947340558497415","0.922211410639018"
"175","3241.64279212337","3.985622328956984","0.9223664560610272"
"176","3241.62739520031","4.000752375003226","0.9225282438849908"
"177","3241.64319786621","4.008574576419346","0.9227305963242726"
"178","3241.64364441589","4.021784456656878","0.9227985323013908"
"179","3241.65966407844","4.007506879300268","0.9229568857970454"
"180","3271.62890645297","3.995361274117857","0.9232137786301908"
"181","3241.66144532972","3.991582324889683","0.9235055308816182"
"182","3211.64502977352","3.997411283903853","0.9235916884803362"
"183","3211.63509588199","3.995902389640252","0.9279513879305"
"184","3211.61871376965","4.001914696575284","0.9281147462148364"
"185","3211.60279507422","4.017144815479806","0.9133283473655818"
"186","3181.603148035","4.003729005586722","0.9131179101917816"
"187","3181.61795957165","4.012606413483548","0.9128933466262362"
"188","3211.62339932564","4.040493286799352","0.9073606242522154"
"189","3211.62480626767","4.058611421111911","0.9156451828078456"
"190","3211.63404702895","4.012844011863626","0.9208494860898636"
"191","3361.69410105995","3.970376504821603","0.9157066108771452"
"192","3211.6330313386","3.960010695797731","0.9068520956155364"
"193","3241.62301718211","3.971119986096522","0.9145963447952636"
"194","3241.65538149341","3.9684049789624143","0.9220678054956636"
"195","3211.63415658239","3.956627633309534","0.923033692425582"
"196","3211.64907751231","3.963514489506855","0.9162241332536182"
"197","3181.61923179242","3.943818909603352","0.9134755528208544"
"198","3211.63416161495","4.026128127906491","0.9141476099561816"
"199","3211.60284137981","4.060081215975871","0.9143008319925544"
"200","3211.5912323168","4.0624670103246245","0.9140055185217454"
"201","3241.62437133227","3.9942622206631393","0.9207926063597272"
"202","3241.61026072503","4.017920739212927","0.9214849646606272"
"203","3181.61868074192","4.006986901597118","0.9133377758579636"
"204","3211.61844552017","3.981872371900012","0.9129227620704362"
"205","3211.60306996043","3.976906370491819","0.9130988181183272"
"206","3181.61918259965","3.9895567923272113","0.912697530046209"
"207","3181.60311278191","3.9977924303293744","0.9123511695813272"
"208","3211.62500325927","3.9910987445750057","0.9199752769490454"
"209","3241.65791590471","4.001351420158368","0.9212481719058"
"210","3181.60454902198","3.983834620406809","0.9149383793116724"
"211","3211.6349118828","3.994097767320135","0.9079044385799282"
"212","3181.60502116053","3.982685527016886","0.9133094339860816"
"213","3241.64486137864","3.978818918450543","0.9195054619585362"
"214","3241.62929131329","3.9330657657906647","0.9212937884910452"
"215","3241.66081535216","3.958914090016501","0.9215151780789362"
"216","3241.66150736453","3.984713506717574","0.9215630551564636"
"217","3241.61512686661","3.989522311068854","0.9217657681457816"
"218","3271.64631493727","3.9912424430298152","0.9219131154086182"
"219","3241.64745591994","3.9742511282393047","0.9219664275391908"
"220","3241.61711959593","3.9771236529731904","0.9221904572351908"
"221","3241.63297592563","3.980166647554297","0.922726786796418"
"222","3241.63300531415","4.003817390502431","0.9225801936869362"
"223","3241.64900962827","3.98265454386073","0.9225445345697544"
"224","3241.66483774763","3.963042966184283","0.9226090255939544"
"225","3241.66510079434","3.965514220147003","0.922636521976718"
"226","3241.64954868896","3.981120502575994","0.9227274909584636"
"227","3271.68085531535","3.997538377984032","0.922815809844318"
"228","3271.66533356084","3.9947886234526737","0.9230793029103364"
"229","3241.66585635533","3.98556457690272","0.9228304193682636"
"230","3181.60998446471","3.9840190363718486","0.922792184018"
"231","3211.62111207132","3.987770374029105","0.9227906846638908"
"232","3211.63705117773","3.989008814411171","0.9228115188383088"
"233","3151.57465636485","3.990124750074235","0.9132795832903454"
"234","3181.61996231589","3.9933284844016734","0.9140387450709544"
"235","3211.63976155826","3.977109758307678","0.9134368946671726"
"236","3211.61288600764","3.971123748139145","0.907827281671938"
"237","3211.61436005227","3.97345634161726","0.9070730515958008"
"238","3151.6051042024","4.002359861857753","0.9155577495977092"
"239","3301.66547673346","3.949206933520553","0.9201314126051544"
"240","3211.63660444262","3.927411287458417","0.9123828275937363"
"241","3181.58880241603","3.9088877066683145","0.9066741193882109"
"242","3211.60338530254","3.918159231233683","0.9079457075906736"
"243","3211.62549847543","3.889900630790392","0.9074727901010554"
"244","3211.64306732999","3.9378771052488624","0.9052287993424464"
"245","3181.60400810177","3.963994167156263","0.9133228168037364"
"246","3181.60298281747","3.963401520794189","0.9141784980701636"
"247","3151.71348576947","3.9080878986083967","0.907191442099888"
"248","3151.57148948492","3.9908880106529656","0.9048251105995936"
"249","3121.57145262754","4.019748322658011","0.9053227525840416"
"250","3211.62263493756","4.0008208211540754","0.8998739897818545"
"251","3181.62461413259","3.9199001646670792","0.9046486361291936"
"252","3121.57587756784","3.9416479465527634","0.9056373082520716"
"253","3151.58757291664","3.941618799466732","0.9076166677317028"
"254","3151.60364601254","3.923234655015603","0.9123417339164456"
"255","3151.58855866725","3.921141370387601","0.8991168945702736"
"256","3181.61944060871","3.857949329712982","0.8989335726286662"
"257","3211.60558126398","3.8260802747028335","0.8999181550485172"
"258","3181.60992107648","3.8229925660278345","0.8988865627633345"
"259","3211.62668085689","3.874262208497593","0.8986681349220217"
"260","3121.58807329027","3.906605857900928","0.9069545116236264"
"261","3121.58799831307","3.814458599510832","0.9114182818971815"
"262","3151.60328526707","3.752581729039292","0.8991888652981445"
"263","3151.60436373908","3.791776741809188","0.8977666294458108"
"264","3148.579599582811","3.895711586123727","0.8974250372910817"
"265","3181.54530786649","3.86846333239914","0.8979713227843344"
"266","3181.58288624384","3.901006246703252","0.9060571055956544"
"267","3121.54807245376","3.9423233168262986","0.8985065932198126"
"268","3121.54666429963","3.922550187452409","0.9066807283364916"
"269","3121.56266349801","3.858663385157586","0.9115962014280088"
"270","3241.63630992087","3.84278988008984","0.9063170680424426"
"271","3121.54388554782","3.838669622197269","0.8976948368811618"
"272","3121.57480253747","3.8342605522159694","0.8975694404581427"
"273","3151.55905740152","3.835314812306504","0.8969279501434081"
"274","3151.59406152257","3.832251080003464","0.8989147545821663"
"275","3181.59527499769","3.8525033420083226","0.8983866892847046"
"276","3121.56081355763","3.841362117566574","0.9058375050844488"
"277","3121.55836735095","3.862102725385573","0.9070373809261036"
"278","3121.57493791989","3.8567327052576568","0.9063543832123536"
"279","3121.57459080478","3.845237358888188","0.8972095498146554"
"280","3091.55923989479","3.8596010036946864","0.8971839643080718"
"281","3121.57739741471","3.8825806839113537","0.8918338704126936"
"282","3121.56343912635","3.882917420435961","0.8914142622346308"
"283","3151.56374633777","3.8616183401838393","0.8915536242585236"
"284","3091.54343996651","3.885932841211728","0.8988855491890209"
"285","3091.55844555006","3.904592167061815","0.8994040870518617"
"286","3091.55859566418","3.8731319393301633","0.88895814307475"
"287","3061.54203350542","3.8565898295685934","0.8890790070927935"
"288","3061.52803847051","3.807069277389471","0.8892340188302763"
"289","3121.57839071031","3.8423763098564288","0.8886733258680664"
"290","3121.5635803834","3.84094042580086","0.8910070614564954"
"291","3151.5952067819","3.839454581706159","0.8966415799086035"
"292","3121.56492181163","3.794577063382824","0.8969821787849308"
"293","3121.5807045421","3.7971504238052","0.8971189256383372"
"294","3151.59624579141","3.7907718434564126","0.897293793462599"
"295","3151.59726977848","3.796872762313528","0.8976184491487154"
"296","3151.60002553672","3.7934558012102224","0.8977106281305172"
"297","3151.58229205949","3.786641285952407","0.8979470905140217"
"298","3151.58246611821","3.7625537534177127","0.8980179355886917"
"299","3151.59847935818","3.7683281118001175","0.8980844975988463"
"300","3151.58269366028","3.771555223720878","0.8978763387385872"
"301","3151.59869778249","3.7706917048147206","0.8977822373783009"
"302","3151.59919974359","3.7811322482942655","0.8983276432765217"
"303","3151.59987867571","3.792502192011815","0.8979834094538708"
"304","3181.60007711604","3.79194383644962","0.898203967578629"
"305","3151.56966695381","3.781262640812161","0.8983314522084854"
"306","3091.55285167333","3.778120856491845","0.8985209735299017"
"307","3061.54785862838","3.792834965669499","0.8884774867932572"
"308","3061.53070608904","3.8015970159660255","0.8825708724854627"
"309","3061.53299911407","3.802513347384592","0.8882700748953445"
"310","3031.53048579423","3.806833614203514","0.8820084225109663"
"311","3091.56112310831","3.808451772160293","0.8810939800151072"
"312","3121.549836324","3.807996523653938","0.8895835082492027"
"313","3091.55090775346","3.78149688978328","0.8906813970441163"
"314","3061.54603051714","3.792216825766391","0.8884438726103817"
"315","3031.53019034781","3.7953427256663432","0.8805512393566008"
"316","3061.5462542799","3.82070004558181","0.8806734009782"
"317","3031.53080464387","3.802339614002847","0.8808646604241753"
"318","3061.54833134147","3.7661345877608463","0.8804142139539499"
"319","3241.60485584765","3.702035170955536","0.8810683695733963"
"320","3091.56024290462","3.6991827816048826","0.8880570605538808"
"321","3031.51388577685","3.7053733867589567","0.8902782105701899"
"322","3091.56300400112","3.717260825294296","0.8894969486283999"
"323","3091.56401143696","3.718921641138081","0.8912264102305308"
"324","3031.51711891483","3.707118897622383","0.8970500767301445"
"325","3001.49843096292","3.682131766366494","0.8973131942778927"
"326","3031.5140314048","3.668473887857344","0.8835816586264581"
"327","3031.529518333","3.672572923516866","0.8832164692311063"
"328","3001.49907815091","3.630392503952213","0.8828344033251018"
"329","3091.56027462368","3.5969345481383046","0.882351357705569"
"330","3091.54741228678","3.680657717047705","0.8812368083823244"
"331","3091.54789032822","3.74862171930441","0.8890371617035845"
"332","3091.56403085537","3.7475223936672615","0.8897755950485854"
"333","3091.53039991675","3.7023126402493824","0.8899219116078717"
"334","3091.56466728154","3.7404732315575786","0.890067999918239"
"335","3091.56523709671","3.696255159004917","0.8903001085599453"
"336","3121.58081185453","3.646818108063632","0.8903347580706709"
"337","3091.48800522612","3.633108892178476","0.8903426326187199"
"338","3121.56584331835","3.6864962848299054","0.8903486211574962"
"339","3121.58152129271","3.661369906123248","0.890252108032379"
"340","3121.58173505545","3.739796821898573","0.8901302292332509"
"341","3091.56365763518","3.766982324469701","0.8900333637632345"
"342","3121.58210064156","3.758052433987268","0.8899486929765581"
"343","3121.58230028918","3.681198767050546","0.8899364683253345"
"344","3121.5671681101","3.6947186233781175","0.8899429587411536"
"345","3091.5521735684","3.692779006064918","0.8899965366321771"
"346","3091.56810931011","3.689168451784754","0.889834139889299"
"347","3031.53125216421","3.696592333744008","0.8884467443908499"
"348","3001.51454095897","3.693132461067308","0.874329284332229"
"349","3001.45252016413","3.6976607048497367","0.87402447314253"
"350","2941.48403452103","3.6974398131757926","0.8736415475287245"
"351","3031.53226665261","3.696390942412041","0.8729674889834126"
"352","3061.54897748195","3.695346129034864","0.8733730788573589"
"353","3031.5188939938","3.6936824684708975","0.8814784633183045"
"354","2971.49731279542","3.701342206402692","0.8741921492844718"
"355","2941.46857562771","3.693571108874528","0.8669152257780599"
"356","2941.46843624033","3.690430087959448","0.8721677077776181"
"357","2971.4682969941","3.685956990874219","0.8663880610307954"
"358","2941.4843064688","3.664777282920277","0.8667515437787773"
"359","3001.51765522558","3.6279156016685694","0.8730714236865045"
"360","3031.53349175106","3.611039806073242","0.8743914280168972"
"361","2971.50240132253","3.610977196006933","0.8799205644874799"
"362","2911.46870311454","3.572371373993586","0.8660100115903381"
"363","2941.48397509288","3.5583835418767893","0.8653458518380462"
"364","2911.45283059554","3.578336738018775","0.8649187790117917"
"365","2911.48462783393","3.622361303031368","0.8645999037467336"
"366","2941.48422428895","3.601722588996514","0.8644882480867335"
"367","2971.50268726516","3.552081979676734","0.8724931499244563"
"368","3091.55997568362","3.506506084394704","0.873165548302488"
"369","2941.4840586612","3.524487647395632","0.8727436660523726"
"370","2911.46877234222","3.528388687296781","0.8723702743748799"
"371","2971.48376551636","3.51703263790498","0.8659716510233745"
"372","3001.50150983142","3.5418568330131857","0.8740441045527972"
"373","3001.51776267852","3.518867581372162","0.87482789898156"
"374","2911.46879147489","3.4727621439338456","0.8722832061948254"
"375","2911.47122687466","3.4436903385650512","0.864875826330599"
"376","2911.46858418325","3.492856610335288","0.8651076832327608"
"377","2911.45174180188","3.487415997300113","0.8647498022049636"
"378","2851.4379386787","3.455642845346622","0.8642574274524317"
"379","2941.485612955","3.436292612088112","0.8656501879238954"
"380","2941.48621111578","3.5582778260272727","0.8721053817629144"
"381","2971.50204792173","3.611823214308088","0.8722877746396271"
"382","2971.48679474613","3.5404414543608085","0.8724522330540817"
"383","2971.50271726495","3.4965061708536576","0.8725357337879373"
"384","2971.50331838816","3.5485877166072024","0.8727446015949645"
"385","3001.50292309367","3.5681539786289065","0.8731420620434462"
"386","3001.50349526977","3.49716992584774","0.873503062003309"
"387","3001.51961208283","3.4758504388602507","0.8736792983364372"
"388","3031.51941056133","3.461261762209745","0.8737312430802072"
"389","3031.51974169659","3.468408166214473","0.87383726674416"
"390","3001.52019630887","3.4436596073956904","0.8739632206044599"
"391","3001.520384147","3.4242108803290616","0.8739381797118126"
"392","3001.52080238441","3.438421693225293","0.8740226304362135"
"393","3031.53660084982","3.4591397387042093","0.8741346711732682"
"394","3031.5367165181","3.4634109744666595","0.8743200816976672"
"395","3031.52115188626","3.4723915189249905","0.8741518997140927"
"396","3031.53725032357","3.4899220721289512","0.8741517532317681"
"397","2881.45412432908","3.504878486988903","0.8643051479635109"
"398","2911.43869442882","3.5026647155137414","0.8582216080293146"
"399","2881.43839443533","3.4925749287661056","0.8576614374439209"
"400","2881.43849088577","3.503404749492708","0.8572826748068445"
"401","2851.43848055921","3.4996768716530084","0.8565033345442891"
"402","2971.48756120644","3.4948862109065217","0.8645540091845245"
"403","2971.48837469884","3.492506202039017","0.8657451271379035"
"404","2881.4549119622","3.5098897209074407","0.8654867720784518"
"405","2881.42253232712","3.5186259124259305","0.8563540786257882"
"406","2881.36022326879","3.5111013404249234","0.8567444196631517"
"407","2851.42327661631","3.512339235495032","0.8565239942848863"
"408","2821.42364927433","3.508427784976295","0.8561398896627909"
"409","2911.47109892073","3.48429646698816","0.850215888510949"
"410","2941.48854121303","3.448007830589241","0.8638761932446554"
"411","2941.48970878304","3.405747392703816","0.8646686457161972"
"412","2881.42343888152","3.4013245646143457","0.8569635848670536"
"413","2851.43915609788","3.379643436820522","0.8502173956842527"
"414","2851.42378486809","3.3841185049118367","0.8502296936647554"
"415","2851.32990386779","3.4007192297829665","0.8558181990479017"
"416","2851.39272342342","3.395648088389027","0.855585043962048"
"417","2911.34818918188","3.3767439091261755","0.856842166176769"
"418","3031.51416989998","3.3784961264004427","0.8635509351636308"
"419","2851.43857550086","3.401742717923539","0.8578448512838572"
"420","2881.44036219963","3.359996009443028","0.8572866185852209"
"421","2851.40746382599","3.355415266422972","0.8572297442533418"
"422","2821.40739492851","3.377304559553904","0.8559813783129417"
"423","2821.40768954779","3.4076190627464333","0.8502170806969145"
"424","2821.4231689322","3.3714742799798807","0.8501999736157408"
"425","2761.39282380124","3.3576280725374765","0.8501938262808771"
"426","2881.45643008576","3.3598005331950715","0.8500876949621563"
"427","2881.43867404724","3.362246547717431","0.8491952501830989"
"428","2911.45691855895","3.321423443065037","0.8562225762774781"
"429","2911.45713800087","3.299118898871072","0.8573934953009708"
"430","2911.45755732595","3.402020639325826","0.8579268474680263"
"431","2911.45798289662","3.410938864361364","0.8581950107145981"
"432","2917.4665189083253","3.3924643280914832","0.8583232460061445"
"433","2941.48135343877","3.3258814282443687","0.858392754438859"
"434","2911.4660606352","3.3421144590761616","0.8634367115498653"
"435","2941.46825479755","3.308203003341581","0.8502057902115172"
"436","2941.5000008606","3.299621665250389","0.8501784519220854"
"437","2911.4812485215","3.2906032658461326","0.8576026838797418"
"438","2911.46518672879","3.291673307092193","0.8633451345349663"
"439","2911.46583932777","3.2912793105408324","0.8574865711568935"
"440","2941.49718844036","3.283046715895611","0.8555104041026308"
"441","2941.46663271359","3.286950531624557","0.8558837736734963"
"442","2941.50047619712","3.32183350996511","0.856641554679539"
"443","2941.50161675913","3.342298608316045","0.8573790025513436"
"444","2941.48655187987","3.338697259070926","0.8575824784915744"
"445","2911.48190249892","3.3277457693161936","0.8640439575575545"
"446","2911.46562242135","3.3391891397013795","0.864297262078949"
"447","2911.48246836141","3.3606686062202886","0.8573377001043617"
"448","2941.46712456631","3.387737404879464","0.8560172293826918"
"449","2911.48234666261","3.3830028326869463","0.8564080341113209"
"450","2941.50183279844","3.347861348807518","0.8564115617797545"
"451","2941.50267113605","3.336190153258487","0.8560650295889526"
"452","2881.47126495061","3.367998215455996","0.8576571295337708"
"453","2911.481735868","3.4157019800509927","0.8632912896824845"
"454","2881.4516424548","3.4332349842305017","0.86340827916579"
"455","2881.46704736785","3.449105747520134","0.8501430380233999"
"456","2881.46704929764","3.434796255630687","0.8501614493653572"
"457","2881.46648793644","3.415424945021916","0.8501255555432244"
"458","2911.45579071989","3.3855547600369595","0.8499423296387554"
"459","2911.47158006252","3.38850122922556","0.8490256507706408"
"460","2911.48280100175","3.3970657563438387","0.8562701140308654"
"461","2881.46655117429","3.413720967070277","0.8569324462800482"
"462","2881.46794115391","3.413908103174483","0.8560140788583909"
"463","2911.48251706297","3.4262907053902643","0.848615728173559"
"464","2881.46812205546","3.3964947055065693","0.8489821278507054"
"465","2881.45465944067","3.3684220271493848","0.8487663698323735"
"466","2911.47179616696","3.3486990361112747","0.8497965505381072"
"467","2941.48771526891","3.366972438694834","0.8489279776763963"
"468","2941.48815127718","3.385349721190852","0.8560885155155308"
"469","2911.48878350004","3.3836973224233104","0.8564269365809799"
"470","2911.48876088857","3.3737748167479125","0.8565364294141691"
"471","2941.48960793833","3.3530647260685384","0.8567100713606199"
"472","2941.50595108326","3.336804464306178","0.8567779699123663"
"473","2941.47463791078","3.3179715930196743","0.8570088316371935"
"474","2971.52154067263","3.3154726125268867","0.8574090722842127"
"475","2971.52181153377","3.33553376805352","0.8576612934068671"
"476","2971.49072737293","3.342137631486575","0.8576308466486545"
"477","2971.52184526808","3.355352786651512","0.8576284251433708"
"478","2971.50641481619","3.3323723485969143","0.8575886204147999"
